product_name,product_category,brand,company,price,launch_date,first_sale,last_sale,total_units,months_data
FIXIM CAPS 200MG 10,CEFIXIME,FIXIM,AKH,298.08,2017-01-01,2022-12-01,2025-11-01,0,36
FIXIRIN CAPS 400MG 5,CEFIXIME,FIXIRIN,S+F,178.5,2012-09-01,2022-12-01,2025-11-01,0,36
FLOZID CAPS 400MG 5,CEFIXIME,FLOZID,FOW,338.3,2002-11-01,2022-12-01,2025-11-01,0,36
ICEF CAPS 200MG 5,CEFIXIME,ICEF,ICI,184.18,2010-04-01,2022-12-01,2025-11-01,0,36
IF-TAR CAPS 400MG 5,CEFIXIME,IF-TAR,QIN,276.26,2020-02-01,2022-12-01,2025-11-01,0,36
IF-TAR SYRUP 100MG 30ML,CEFIXIME,IF-TAR,QIN,119.0,2020-02-01,2022-12-01,2025-11-01,0,36
IF-TAR SYRUP 200MG 30ML,CEFIXIME,IF-TAR,QIN,170.0,2020-02-01,2022-12-01,2025-11-01,0,36
KARXIME SUSP DRY 100MG 30ML,CEFIXIME,KARXIME,MXR,153.0,2021-04-01,2022-12-01,2025-11-01,0,36
KARXIME SUSP DRY D.S 200MG 30ML,CEFIXIME,KARXIME,MXR,238.0,2021-04-01,2022-12-01,2025-11-01,0,36
MEFIXIM CAPS 400MG 5,CEFIXIME,MEFIXIM,EV2,276.25,2009-03-01,2022-12-01,2025-11-01,0,36
RAYXIME CAPS 400MG 5,CEFIXIME,RAYXIME,N/P,276.25,2014-04-01,2022-12-01,2025-11-01,0,36
RAYXIME SUSP DRY 100MG 30ML,CEFIXIME,RAYXIME,N/P,153.0,2014-04-01,2022-12-01,2025-11-01,0,36
SALFIX SUSP DRY 100MG 30ML,CEFIXIME,SALFIX,U.P,123.25,2008-05-01,2022-12-01,2025-11-01,0,36
SEAXIM SUSP DRY 100MG 60ML,CEFIXIME,SEAXIM,SQP,106.25,2010-04-01,2022-12-01,2025-11-01,0,36
SECURE CAPS 200MG 5,CEFIXIME,SECURE,WSH,140.25,2007-11-01,2022-12-01,2025-11-01,0,36
SUPRIN SUSP DRY 100MG 30ML,CEFIXIME,SUPRIN,CSP,223.2,2002-09-01,2022-12-01,2025-11-01,0,36
TINOCEF SUSP DS 200MG 30ML,CEFIXIME,TINOCEF,PP+,246.5,2019-03-01,2022-12-01,2025-11-01,0,36
UNINOX CAPS 400MG 5,CEFIXIME,UNINOX,U-T,313.39,2018-11-01,2022-12-01,2025-11-01,0,36
VALIXIME SUSP DRY 100MG 30ML,CEFIXIME,VALIXIME,V4P,155.42,2018-03-01,2022-12-01,2025-11-01,0,36
VIOXIME CAPS 400MG 5,CEFIXIME,VIOXIME,F6P,255.0,2005-07-01,2022-12-01,2025-11-01,0,36
DAPA TABS F.C. 10MG 14,DAPAGLIFLOZIN,DAPA,HL.,454.41,2018-06-01,2022-12-01,2025-11-01,1596295,36
DAPA TABS F.C. 10MG 28,DAPAGLIFLOZIN,DAPA,HL.,973.17,2024-02-01,2022-12-01,2025-11-01,1252938,36
XIGA TABS F.C. 10MG 14,DAPAGLIFLOZIN,XIGA,C.C,547.85,2018-06-01,2022-12-01,2025-11-01,1160207,36
DAPA TABS F.C. 5MG 14,DAPAGLIFLOZIN,DAPA,HL.,306.68,2018-06-01,2022-12-01,2025-11-01,1034822,36
DAPA TABS F.C. 5MG 28,DAPAGLIFLOZIN,DAPA,HL.,656.66,2024-02-01,2022-12-01,2025-11-01,803385,36
XIGA TABS F.C. 5MG 14,DAPAGLIFLOZIN,XIGA,C.C,368.96,2018-06-01,2022-12-01,2025-11-01,720373,36
DAPWIZ TABS F.C. 10MG 10,DAPAGLIFLOZIN,DAPWIZ,PV-,357.0,2021-02-01,2022-12-01,2025-11-01,519812,36
DAPLOZ TABS F.C. 10MG 14,DAPAGLIFLOZIN,DAPLOZ,HIG,452.2,2020-01-01,2022-12-01,2025-11-01,461704,36
DAPWIZ TABS F.C. 5MG 10,DAPAGLIFLOZIN,DAPWIZ,PV-,212.5,2021-02-01,2022-12-01,2025-11-01,274471,36
DAPLOZ TABS F.C. 5MG 14,DAPAGLIFLOZIN,DAPLOZ,HIG,261.8,2020-01-01,2022-12-01,2025-11-01,256466,36
DAPLYZA TABS F.C. 10MG 14,DAPAGLIFLOZIN,DAPLYZA,GTZ,450.5,2021-12-01,2022-12-01,2025-11-01,244740,36
DAPXI TABS F.C. 10MG 10,DAPAGLIFLOZIN,DAPXI,NQM,323.0,2022-10-01,2022-12-01,2025-11-01,170313,36
DAPXIGA TABS F.C. 10MG 10,DAPAGLIFLOZIN,DAPXIGA,FZS,251.0,2023-07-01,2022-12-01,2025-11-01,146918,36
DAPLYZA TABS F.C. 5MG 14,DAPAGLIFLOZIN,DAPLYZA,GTZ,275.4,2021-12-01,2022-12-01,2025-11-01,134531,36
DAGLOZIN TABS F.C. 10MG 10,DAPAGLIFLOZIN,DAGLOZIN,GX4,272.0,2021-02-01,2022-12-01,2025-11-01,108102,36
DAPXI TABS F.C. 5MG 10,DAPAGLIFLOZIN,DAPXI,NQM,195.5,2022-10-01,2022-12-01,2025-11-01,103159,36
ATCO DAP TABS F.C. 10MG 14,DAPAGLIFLOZIN,ATCO DAP,AT3,365.5,2024-01-01,2022-12-01,2025-11-01,99304,36
DAPXIGA TABS F.C. 5MG 10,DAPAGLIFLOZIN,DAPXIGA,FZS,168.3,2023-07-01,2022-12-01,2025-11-01,68658,36
ATCO DAP TABS F.C. 5MG 14,DAPAGLIFLOZIN,ATCO DAP,AT3,238.0,2024-01-01,2022-12-01,2025-11-01,60791,36
DAGLOZIN TABS F.C. 5MG 10,DAPAGLIFLOZIN,DAGLOZIN,GX4,187.0,2021-02-01,2022-12-01,2025-11-01,49214,36
DAPAZIN TABS F.C. 10MG 14,DAPAGLIFLOZIN,DAPAZIN,IND,392.7,2022-01-01,2022-12-01,2025-11-01,46951,36
FORZIGA TABS F.C. 10MG 14,DAPAGLIFLOZIN,FORZIGA,M-R,382.5,2019-10-01,2022-12-01,2025-11-01,43698,36
DAPAZIN TABS F.C. 5MG 14,DAPAGLIFLOZIN,DAPAZIN,IND,285.6,2022-01-01,2022-12-01,2025-11-01,31933,36
FORZIGA TABS F.C. 5MG 14,DAPAGLIFLOZIN,FORZIGA,M-R,285.6,2019-10-01,2022-12-01,2025-11-01,29105,36
DIAFLO TABS F.C. 10MG 14,DAPAGLIFLOZIN,DIAFLO,PMA,339.15,2023-12-01,2022-12-01,2025-11-01,12294,36
DAPAGLU TABS 5MG 14,DAPAGLIFLOZIN,DAPAGLU,SC2,255.0,2019-02-01,2022-12-01,2025-11-01,6328,36
DAPAGLU TABS 10MG 14,DAPAGLIFLOZIN,DAPAGLU,SC2,374.0,2019-02-01,2022-12-01,2025-11-01,6230,36
DIAFLO TABS F.C. 5MG 14,DAPAGLIFLOZIN,DIAFLO,PMA,245.44,2023-12-01,2022-12-01,2025-11-01,5542,36
QUISHA TABS F.C. 10MG 10,DAPAGLIFLOZIN,QUISHA,HX4,255.0,2022-01-01,2022-12-01,2025-11-01,4455,36
QUISHA TABS F.C. 5MG 10,DAPAGLIFLOZIN,QUISHA,HX4,212.5,2022-01-01,2022-12-01,2025-11-01,3095,36
INDOVO TABS F.C. 10MG 14,DAPAGLIFLOZIN,INDOVO,PNB,408.0,2023-12-01,2022-12-01,2025-11-01,2696,36
INDOVO TABS F.C. 5MG 14,DAPAGLIFLOZIN,INDOVO,PNB,272.0,2023-12-01,2022-12-01,2025-11-01,2328,36
VOVERON TABS F.C. SR 100MG 30,DICLOFENAC SODIUM,VOVERON,FYK,226.95,2005-08-01,2022-12-01,2025-11-01,9842567,36
DICLORAN TABS 50MG 30,DICLOFENAC SODIUM,DICLORAN,SAM,310.25,2022-10-01,2022-12-01,2025-11-01,7294300,36
DICLORAN AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DICLORAN,SAM,233.75,1989-04-01,2022-12-01,2025-11-01,6356628,36
VOLTRAL TABS C.E. 50MG 20,DICLOFENAC SODIUM,VOLTRAL,NVR,220.44,1988-01-01,2022-12-01,2025-11-01,6122609,36
VOLTRAL EMULGEL 1% 20G,DICLOFENAC SODIUM,VOLTRAL,HAL,170.0,1995-01-01,2022-12-01,2025-11-01,5496330,36
REMETHAN TABS C.E. 50MG 20,DICLOFENAC SODIUM,REMETHAN,HQI,174.25,1996-09-01,2022-12-01,2025-11-01,4404824,36
DICLORAN TABS DISP. 50MG 20,DICLOFENAC SODIUM,DICLORAN,SAM,199.75,1997-10-01,2022-12-01,2025-11-01,4346521,36
VOREN AMP IM 75MG 3ML 10,DICLOFENAC SODIUM,VOREN,YSP,457.38,1986-04-01,2022-12-01,2025-11-01,4206547,36
DYCLO AMP IM 75MG 3ML 20,DICLOFENAC SODIUM,DYCLO,IND,501.5,2013-08-01,2022-12-01,2025-11-01,4160119,36
MOTAAR AMP IM 75MG 3ML 10,DICLOFENAC SODIUM,MOTAAR,STH,185.3,2011-02-01,2022-12-01,2025-11-01,3347368,36
VOLTRAL TABS F.C. SR 100MG 30,DICLOFENAC SODIUM,VOLTRAL,NVR,647.07,1981-09-01,2022-12-01,2025-11-01,2922738,36
VOREN TABS 50MG 100,DICLOFENAC SODIUM,VOREN,YSP,934.99,1997-10-01,2022-12-01,2025-11-01,2886065,36
DETRAN TABS C.E. 50MG 20,DICLOFENAC SODIUM,DETRAN,SU8,51.0,2012-08-01,2022-12-01,2025-11-01,2676879,36
DICLOZAF VIAL IM 75MG 3ML 5,DICLOFENAC SODIUM,DICLOZAF,ZAF,59.11,1992-10-01,2022-12-01,2025-11-01,2558788,36
DYCLO TABS C.E. 50MG 20,DICLOFENAC SODIUM,DYCLO,IND,170.0,1992-10-01,2022-12-01,2025-11-01,2402112,36
VOREN TABS S.R 100MG 30,DICLOFENAC SODIUM,VOREN,YSP,433.5,2013-12-01,2022-12-01,2025-11-01,2269217,36
REMETHAN TABS S.R 100MG 30,DICLOFENAC SODIUM,REMETHAN,HQI,408.0,1999-10-01,2022-12-01,2025-11-01,2188232,36
PULDOL TABS S.R 100MG 30,DICLOFENAC SODIUM,PULDOL,PUP,170.0,2013-11-01,2022-12-01,2025-11-01,2101340,36
DICLOFIL AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DICLOFIL,MRP,8.0,2005-03-01,2022-12-01,2025-11-01,2034186,36
ANNUVA TABS DISP. 50MG 20,DICLOFENAC SODIUM,ANNUVA,NVR,191.68,2009-10-01,2022-12-01,2025-11-01,1988125,36
DICLORAN TABS L.A 100MG 30,DICLOFENAC SODIUM,DICLORAN,SAM,552.5,1989-04-01,2022-12-01,2025-11-01,1958260,36
ORTHOFENAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,ORTHOFENAC,B6H,197.2,1997-08-01,2022-12-01,2025-11-01,1403369,36
PHLOGIN AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,PHLOGIN,BR1,170.0,2000-08-01,2022-12-01,2025-11-01,1389966,36
ARTIFEN TABS C.E. 50MG 100,DICLOFENAC SODIUM,ARTIFEN,AB&,720.8,1991-08-01,2022-12-01,2025-11-01,1311039,36
ARTHONIL TABS C.E. 50MG 20,DICLOFENAC SODIUM,ARTHONIL,BA9,7.5,2001-05-01,2022-12-01,2025-11-01,1184634,36
AXIFEN TABS F.C. SR 100MG 30,DICLOFENAC SODIUM,AXIFEN,AX-,204.0,2010-12-01,2022-12-01,2025-11-01,1108883,36
EPLOPOT TABS 75MG 20,DICLOFENAC SODIUM,EPLOPOT,EP5,76.5,2013-05-01,2022-12-01,2025-11-01,981067,36
DICLORAN TABS 50MG 20,DICLOFENAC SODIUM,DICLORAN,SAM,144.5,1989-04-01,2022-12-01,2025-11-01,958710,36
DICLOMAC TABS C.L.A 50MG 20,DICLOFENAC SODIUM,DICLOMAC,C.C,227.83,2002-01-01,2022-12-01,2025-11-01,885496,36
MOTAAR TABS DISP. 50MG 20,DICLOFENAC SODIUM,MOTAAR,STH,165.75,2002-09-01,2022-12-01,2025-11-01,840346,36
PHLOGIN CAPS ENTER 50MG 20,DICLOFENAC SODIUM,PHLOGIN,BR1,340.62,1988-01-01,2022-12-01,2025-11-01,833619,36
ARNIL TABS C.E. 50MG 20,DICLOFENAC SODIUM,ARNIL,BR1,127.5,1993-10-01,2022-12-01,2025-11-01,781466,36
AME-FENAC AMP.IM/IV 75MG 3ML 5,DICLOFENAC SODIUM,AME-FENAC,AM&,10.0,2013-04-01,2022-12-01,2025-11-01,742999,36
VOLTEC TABS S.R 100MG 30,DICLOFENAC SODIUM,VOLTEC,S+F,392.73,2009-11-01,2022-12-01,2025-11-01,718838,36
RHEUGIN CAPS S.R. 100MG 20,DICLOFENAC SODIUM,RHEUGIN,AX-,140.25,2010-05-01,2022-12-01,2025-11-01,561239,36
EPLOPOT TABS 50MG 20,DICLOFENAC SODIUM,EPLOPOT,EP5,42.5,2013-05-01,2022-12-01,2025-11-01,520553,36
PHLOGIN CAPS S.R. 100MG 20,DICLOFENAC SODIUM,PHLOGIN,BR1,505.75,1988-01-01,2022-12-01,2025-11-01,476538,36
DOLNOT AMP IM 75MG 3ML 100,DICLOFENAC SODIUM,DOLNOT,PDH,1190.0,2014-03-01,2022-12-01,2025-11-01,452987,36
VOREN CAPS 50MG 100,DICLOFENAC SODIUM,VOREN,YSP,1189.97,1998-02-01,2022-12-01,2025-11-01,442957,36
REMETHAN AMP IM 75MG 3ML 10,DICLOFENAC SODIUM,REMETHAN,HQI,397.58,1997-04-01,2022-12-01,2025-11-01,431615,36
ANAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,ANAC,RPH,11.0,2006-01-01,2022-12-01,2025-11-01,419726,36
DICLOFIL TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICLOFIL,MRP,17.0,2012-03-01,2022-12-01,2025-11-01,419611,36
FIST TABS S.R 100MG 20,DICLOFENAC SODIUM,FIST,SHM,204.0,2012-09-01,2022-12-01,2025-11-01,407399,36
DIFAM AMP. 75MG 3ML 5,DICLOFENAC SODIUM,DIFAM,B6H,127.5,2013-07-01,2022-12-01,2025-11-01,388042,36
FIST TABS C.E. 50MG 20,DICLOFENAC SODIUM,FIST,SHM,136.0,2012-09-01,2022-12-01,2025-11-01,381254,36
ANAC TABS F.C. SR 100MG 30,DICLOFENAC SODIUM,ANAC,RPH,85.0,2011-10-01,2022-12-01,2025-11-01,378810,36
FIST TABS C.E. 75MG 20,DICLOFENAC SODIUM,FIST,SHM,191.25,2012-09-01,2022-12-01,2025-11-01,377417,36
VOLTRAL SUPP 100MG 5,DICLOFENAC SODIUM,VOLTRAL,NVR,793.05,2011-04-01,2022-12-01,2025-11-01,369409,36
LISODIM AMP.IM/IV 75MG 3ML 10,DICLOFENAC SODIUM,LISODIM,NQM,361.25,2002-01-01,2022-12-01,2025-11-01,332183,36
ARNIL TABS C.E. 75MG 20,DICLOFENAC SODIUM,ARNIL,BR1,170.0,1993-10-01,2022-12-01,2025-11-01,325835,36
VOLTREX TABS C.E. 50MG 20,DICLOFENAC SODIUM,VOLTREX,.AR,10.0,2016-02-01,2022-12-01,2025-11-01,323055,36
AXIFEN TABS C.E. 50MG 20,DICLOFENAC SODIUM,AXIFEN,AX-,110.5,2010-12-01,2022-12-01,2025-11-01,319871,36
MOBIKARE CAPS DR 75MG 20,DICLOFENAC SODIUM,MOBIKARE,BGO,297.5,2003-01-01,2022-12-01,2025-11-01,319787,36
DICLOFIL JEL. 20G,DICLOFENAC SODIUM,DICLOFIL,MRP,40.0,2013-06-01,2022-12-01,2025-11-01,312867,36
DICLOFIL CAPS S.R. 100MG 20,DICLOFENAC SODIUM,DICLOFIL,MRP,25.0,2012-03-01,2022-12-01,2025-11-01,310323,36
ARTIMOV-K TABS F.C. 75MG 20,DICLOFENAC SODIUM,ARTIMOV-K,BGO,140.18,2006-10-01,2022-12-01,2025-11-01,299653,36
VOREN AMP IM 75MG 3ML 100,DICLOFENAC SODIUM,VOREN,YSP,4525.89,1997-07-01,2022-12-01,2025-11-01,286170,36
ARTIMOV-K TABS F.C. 50MG 20,DICLOFENAC SODIUM,ARTIMOV-K,BGO,152.15,2006-10-01,2022-12-01,2025-11-01,284678,36
RHEUGIN CAPS ENTER 50MG 20,DICLOFENAC SODIUM,RHEUGIN,AX-,114.75,2010-05-01,2022-12-01,2025-11-01,277282,36
DYCLO TABS C.E.SR 100MG 30,DICLOFENAC SODIUM,DYCLO,IND,357.0,1998-08-01,2022-12-01,2025-11-01,271077,36
MOBIKARE CAPS 50MG 30,DICLOFENAC SODIUM,MOBIKARE,BGO,221.0,2009-02-01,2022-12-01,2025-11-01,269506,36
ORTHOFENAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,ORTHOFENAC,B6H,166.91,1997-08-01,2022-12-01,2025-11-01,264319,36
DAVITRAN TABS C.DS 100MG 30,DICLOFENAC SODIUM,DAVITRAN,DVI,105.0,2011-11-01,2022-12-01,2025-11-01,251791,36
PANSLAY TABS C.E. 75MG 30,DICLOFENAC SODIUM,PANSLAY,SC1,331.25,2019-01-01,2022-12-01,2025-11-01,229898,36
PAINSA AMP. 75MG 3ML 5,DICLOFENAC SODIUM,PAINSA,WMT,93.5,2018-07-01,2022-12-01,2025-11-01,210357,36
DAVITRAN TABS C.E. 50MG 20,DICLOFENAC SODIUM,DAVITRAN,DVI,64.0,2001-08-01,2022-12-01,2025-11-01,209178,36
DICLOWIM AMP. 75MG 8ML 5,DICLOFENAC SODIUM,DICLOWIM,WMT,102.0,2018-07-01,2022-12-01,2025-11-01,201510,36
MOVONAC TABS S.R 100MG 30,DICLOFENAC SODIUM,MOVONAC,EVO,85.0,2024-11-01,2022-12-01,2025-11-01,198371,36
VOLTEC TABS C.E. 50MG 20,DICLOFENAC SODIUM,VOLTEC,S+F,117.82,2000-04-01,2022-12-01,2025-11-01,195252,36
SOFAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,SOFAC,SAF,227.8,1997-04-01,2022-12-01,2025-11-01,195079,36
MOBIKARE CAPS S.R. 100MG 20,DICLOFENAC SODIUM,MOBIKARE,BGO,297.5,2009-09-01,2022-12-01,2025-11-01,188780,36
DICLOFENAC AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DICLOFENAC,S1N,8.5,2001-08-01,2022-12-01,2025-11-01,183184,36
VOLTEC TABS C.E. 75MG 20,DICLOFENAC SODIUM,VOLTEC,S+F,176.73,2009-11-01,2022-12-01,2025-11-01,180892,36
MOBIKARE AMP. 75MG 3ML 5,DICLOFENAC SODIUM,MOBIKARE,BGO,191.25,2003-01-01,2022-12-01,2025-11-01,170027,36
FIST AMP. 75MG 3ML 5,DICLOFENAC SODIUM,FIST,SHM,168.3,2012-09-01,2022-12-01,2025-11-01,163043,36
TICCLO TABS S.R 100MG 30,DICLOFENAC SODIUM,TICCLO,AMV,193.54,2023-01-01,2022-12-01,2025-11-01,157748,36
SOFAC TABS C.E. 50MG 20,DICLOFENAC SODIUM,SOFAC,SAF,141.1,1997-04-01,2022-12-01,2025-11-01,154634,36
PACIDICLO AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,PACIDICLO,PCF,158.85,2021-10-01,2022-12-01,2025-11-01,144300,36
MOTAAR AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,MOTAAR,STH,29.5,1998-01-01,2022-12-01,2025-11-01,132404,36
VOVERON AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,VOVERON,FYK,85.0,2010-10-01,2022-12-01,2025-11-01,130266,36
VOLTRAL SUPP 25MG 10,DICLOFENAC SODIUM,VOLTRAL,NVR,597.64,2011-04-01,2022-12-01,2025-11-01,129926,36
AARAM CAPS 50MG 20,DICLOFENAC SODIUM,AARAM,B6H,187.0,2017-08-01,2022-12-01,2025-11-01,129831,36
EPHANAC JEL.,DICLOFENAC SODIUM,EPHANAC,EP5,34.0,2017-12-01,2022-12-01,2025-11-01,125424,36
DOLNOT AMP IM 75MG 3ML 10,DICLOFENAC SODIUM,DOLNOT,PDH,140.09,2022-09-01,2022-12-01,2025-11-01,124561,36
DICNY TABS C.E. 50MG 20,DICLOFENAC SODIUM,DICNY,J4P,51.0,2007-01-01,2022-12-01,2025-11-01,122017,36
FASTAID-R TABS DISP. 50MG 20,DICLOFENAC SODIUM,FASTAID-R,P/P,173.87,2012-03-01,2022-12-01,2025-11-01,119112,36
MOBIKARE EMULGEL 1% 20G,DICLOFENAC SODIUM,MOBIKARE,BGO,106.25,2003-01-01,2022-12-01,2025-11-01,112648,36
VOREN TABS 25MG 100,DICLOFENAC SODIUM,VOREN,YSP,570.18,1986-04-01,2022-12-01,2025-11-01,109252,36
DICLOSCOT AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,DICLOSCOT,SC2,136.0,2009-04-01,2022-12-01,2025-11-01,108924,36
VOLDEN FORT TABS C.E. 50MG 20,DICLOFENAC SODIUM,VOLDEN FORT,RTM,51.0,2010-12-01,2022-12-01,2025-11-01,104908,36
DYNA-K TABS C. 50MG 20,DICLOFENAC SODIUM,DYNA-K,AK/,67.21,2004-09-01,2022-12-01,2025-11-01,101650,36
ORTHOFENAC TABS S.R 100MG 30,DICLOFENAC SODIUM,ORTHOFENAC,B6H,357.0,2004-01-01,2022-12-01,2025-11-01,100562,36
SPINY DROPS EYE 5ML,DICLOFENAC SODIUM,SPINY,SHM,148.75,2023-04-01,2022-12-01,2025-11-01,96784,36
MOTAAR TABS 50MG 20,DICLOFENAC SODIUM,MOTAAR,STH,174.25,1997-01-01,2022-12-01,2025-11-01,95809,36
MOVONAC TABS 50MG 20,DICLOFENAC SODIUM,MOVONAC,EVO,127.5,2020-07-01,2022-12-01,2025-11-01,87959,36
DICLOMIN DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,DICLOMIN,TSM,80.75,1997-05-01,2022-12-01,2025-11-01,86505,36
RHEUMATIN TABS S.R 100MG 30,DICLOFENAC SODIUM,RHEUMATIN,SIZ,195.5,1995-01-01,2022-12-01,2025-11-01,82287,36
AMSOFEN TABS F.C. 50MG 20,DICLOFENAC SODIUM,AMSOFEN,AMV,85.0,2019-05-01,2022-12-01,2025-11-01,81279,36
DENUM TABS C.E. 50MG 20,DICLOFENAC SODIUM,DENUM,IRZ,13.0,1997-11-01,2022-12-01,2025-11-01,81218,36
AVENAC AMP. 75MG 3ML 5,DICLOFENAC SODIUM,AVENAC,A0E,100.3,2019-10-01,2022-12-01,2025-11-01,81011,36
FEN-S TABS 50MG 20,DICLOFENAC SODIUM,FEN-S,PKH,56.1,2003-03-01,2022-12-01,2025-11-01,79852,36
FASTAID JEL. 1.16% 50G,DICLOFENAC SODIUM,FASTAID,P/P,212.5,2024-02-01,2022-12-01,2025-11-01,78839,36
KONAC DROPS EYE 5ML,DICLOFENAC SODIUM,KONAC,RGM,214.68,1998-02-01,2022-12-01,2025-11-01,78430,36
PHLODIC CAPS S.R. 100MG 30,DICLOFENAC SODIUM,PHLODIC,PP5,165.75,2009-01-01,2022-12-01,2025-11-01,77817,36
DOFNAC DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,DOFNAC,ETH,85.0,1995-01-01,2022-12-01,2025-11-01,77633,36
FRENDIC-S CAPS S.R. 100MG 20,DICLOFENAC SODIUM,FRENDIC-S,F6P,59.5,2012-08-01,2022-12-01,2025-11-01,76769,36
VALRON AMP IM 75MG 3ML 5,DICLOFENAC SODIUM,VALRON,V.P,8.0,2002-03-01,2022-12-01,2025-11-01,75555,36
DICLORAS CAPS S.R. 100MG 20,DICLOFENAC SODIUM,DICLORAS,PFP,85.0,2012-05-01,2022-12-01,2025-11-01,73628,36
LUKIN CAPS 100MG 30,DICLOFENAC SODIUM,LUKIN,HHC,382.5,2019-02-01,2022-12-01,2025-11-01,71498,36
DICLOWIM CAPS S.R. 100MG 20,DICLOFENAC SODIUM,DICLOWIM,WMT,127.5,2018-07-01,2022-12-01,2025-11-01,68827,36
DIFNAC TABS C.E. 100MG 30,DICLOFENAC SODIUM,DIFNAC,PN1,170.0,2019-12-01,2022-12-01,2025-11-01,65384,36
VOVERON TABS C.E. 50MG 20,DICLOFENAC SODIUM,VOVERON,FYK,79.05,2010-10-01,2022-12-01,2025-11-01,64854,36
FASTAID TABS C.E. 50MG 20,DICLOFENAC SODIUM,FASTAID,P/P,178.5,1997-09-01,2022-12-01,2025-11-01,63003,36
U TRAN TABS C.E. 50MG 20,DICLOFENAC SODIUM,U TRAN,UNE,15.0,1995-01-01,2022-12-01,2025-11-01,62415,36
LUKIN AMP. 75MG 3ML 10,DICLOFENAC SODIUM,LUKIN,HHC,340.0,2020-07-01,2022-12-01,2025-11-01,61633,36
PANSLAY TABS C.E. 50MG 30,DICLOFENAC SODIUM,PANSLAY,SC1,305.57,2019-04-01,2022-12-01,2025-11-01,59504,36
DYCLO AMP IM 75MG 3ML 50,DICLOFENAC SODIUM,DYCLO,IND,1116.9,2019-09-01,2022-12-01,2025-11-01,59139,36
DICLOTEK DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,DICLOTEK,ITK,72.25,2002-05-01,2022-12-01,2025-11-01,58426,36
FASTAID JEL. 1.16% 20G,DICLOFENAC SODIUM,FASTAID,P/P,95.63,1999-12-01,2022-12-01,2025-11-01,56933,36
VOVERON AMP IM 75MG 3ML 100,DICLOFENAC SODIUM,VOVERON,FYK,398.8,2020-03-01,2022-12-01,2025-11-01,53070,36
FRENDIC-S TABS C.E. 50MG 20,DICLOFENAC SODIUM,FRENDIC-S,F6P,5.0,2005-12-01,2022-12-01,2025-11-01,52850,36
RHEUMATIN TABS C. 50MG 20,DICLOFENAC SODIUM,RHEUMATIN,SIZ,54.4,1988-07-01,2022-12-01,2025-11-01,51886,36
HEUMATIC AMP.IM/IV 25MG 3ML 5,DICLOFENAC SODIUM,HEUMATIC,N/P,93.39,2023-04-01,2022-12-01,2025-11-01,51478,36
FASTAID TABS C.E. 75MG 20,DICLOFENAC SODIUM,FASTAID,P/P,205.28,1999-07-01,2022-12-01,2025-11-01,47366,36
SOFAC TABS S.R 100MG 30,DICLOFENAC SODIUM,SOFAC,SAF,331.5,2009-10-01,2022-12-01,2025-11-01,47288,36
PHLODIC TABS C. 75MG 20,DICLOFENAC SODIUM,PHLODIC,PP5,45.0,2008-09-01,2022-12-01,2025-11-01,46793,36
ADIK TABS S.R 100MG 30,DICLOFENAC SODIUM,ADIK,C1Y,153.0,2019-05-01,2022-12-01,2025-11-01,45636,36
AXIFEN JEL. 1% 20G,DICLOFENAC SODIUM,AXIFEN,AX-,97.75,2024-12-01,2022-12-01,2025-11-01,45484,36
KATAFEN-S TABS F.C. 50MG 20,DICLOFENAC SODIUM,KATAFEN-S,CBX,125.8,2019-11-01,2022-12-01,2025-11-01,44201,36
DICLORAS CAPS 50MG 30,DICLOFENAC SODIUM,DICLORAS,PFP,76.5,2012-05-01,2022-12-01,2025-11-01,43821,36
DICNY DROPS EYE 0.1% 5ML,DICLOFENAC SODIUM,DICNY,J4P,55.25,2005-06-01,2022-12-01,2025-11-01,43455,36
MOTAAR TABS S.R 100MG 30,DICLOFENAC SODIUM,MOTAAR,STH,476.0,1998-07-01,2022-12-01,2025-11-01,43031,36
PAINSA TABS F.C. 50MG 20,DICLOFENAC SODIUM,PAINSA,WMT,80.75,2020-09-01,2022-12-01,2025-11-01,42970,36
AARAM CAPS S.R. 100MG 20,DICLOFENAC SODIUM,AARAM,B6H,221.0,2024-04-01,2022-12-01,2025-11-01,41723,36
MEGAFENAC TABS C. 50MG 20,DICLOFENAC SODIUM,MEGAFENAC,M7A,54.4,2009-08-01,2022-12-01,2025-11-01,41188,36
LISODIM TABS C. 50MG 20,DICLOFENAC SODIUM,LISODIM,NQM,137.14,2002-01-01,2022-12-01,2025-11-01,41086,36
